title,url,summary,category,source,full_content,cluster_label
E2E Female 100: Constructing a strong career with The Deeley Group,https://www.independent.co.uk/news/business/e2e-100/construction-building-deeley-group-e2e-female-100-b2712461.html,,business,independent,"The Deeley Group has a rich history dating back to 1936. How has the company evolved over the decades, and what core values have remained constant?

Our work is rooted in communities, be that building schools, homes or vitally important care facilities. We have a long-term commitment to the people we work with and for. We are the anthesis of a “here today, gone tomorrow” developer.

We have gone from building air-raid shelters to a projected £100 million turnover next financial year, all in family ownership, with an over 50-year commitment to some communities.

With over 25 years in the property sector, including roles at CBRE and Cushman & Wakefield, how have these experiences shaped your leadership approach at Deeley Group?

In the corporate world you are taught the importance of setting objectives and achieving them. This is a mindset we have implemented at Deeley Group.

Good leadership shapes a business. However, during my experience at large corporates there were times where certain areas of the business would work in a silo, and it was counterproductive.

Those experiences have shaped how we have structured the business - we are one team, working toward a common goal.

The construction industry faces challenges like planning delays and economic fluctuations. How does Deeley Group navigate these issues to maintain project momentum?

Planning delays have long caused difficulties, so we have flexed to concentrate the business around expanding areas that are impacted less by economic fluctuations and easier to achieve planning – later living especially

We work in partnerships with our clients and sub contractors that are based on trust and transparency which means we are more agile when we need to adjust and we can still maintain relationships and momentum.

Can you share a recent project that exemplifies Deeley Group’s adaptability and resilience in the face of such challenges?

We started work on the largest value development in our history this year, but it was our agility, flexibility and trusted relationships that made that possible.

When the former delivery partner pulled out, we stepped in and priced the entire scheme in eight weeks – which would normally take over four months.

We bought the site, navigated tight Homes England deadlines for starting the project, and worked with Birmingham City Council to unlock planning in record time and we are now on site delivering 137 fabulous later living apartments in Sutton Coldfield.

Deeley Group emphasises community and sustainability. Can you discuss a project that highlights your commitment to these values?

Communities are at the heart of everything we do and every project  we do contributes to local charities.  I am incredibly proud of the Deeley Group Charity and the work that its brilliant volunteers  do – the charity has raised over £300,000.

Sustainability is a priority for us and for our clients, we recently completed a scheme of 70 Extra Care apartments in Telford for Housing 21,  which won a national sustainable construction award. That was great recognition of the work of our team in delivering a sustainable scheme to the highest quality.

How is Deeley Group integrating new technologies into its operations to improve efficiency and project outcomes?

Technology is finally coming into the fore in the construction industry and in recent years we have been investing in new systems and training .

This is particularly important for the efficiency of the business. For example, previously there had been instances on site with sub-contractors working from outdated drawing revisions therefore creating re-work. We have implemented a digital single source of data to counteract this.

How do you envision the company’s role in shaping the future of construction and development in the Midlands and beyond?

I believe that construction is about people and partnership.

I hope that we can shape the future by showing that acting with integrity is good for business -  it builds trust not just buildings.  When you are working with trusted partners you can overcome the multitude of challenges in every project.

We have a key role to play not only in constructing buildings, but in shaping communities and improving lives, by delivering high quality housing for those children waking up in temporary accommodation and for those seniors waking up lonely or in ill-suited homes.

Our role in communities is not new. You could be born in a hospital, be raised in a home, educated in a school and work in a commercial building – all developed and constructed by the Deeley Group.

As a prominent female leader in a traditionally male-dominated industry, what unique challenges have you encountered, and how have you addressed them?

Things have changed in the industry since I started. It is almost unbelievable to think that when I started, one of the repeated challenges was finding a female toilet!

I had people question if it was appropriate for me to be working in construction especially once I had children – should I not be at home looking after them?

I learnt that my opening sentence in a discussion needed to be impactful so that people would listen rather than talk over me.

I have always addressed the issues I have faced with a smile of determination. I have built a strong network within the industry so on those days when things feel like they are conspiring against me, I can recalibrate with a sambuca (not in the office, by the way!) and a friend, and I am ready to go again!

You can view the complete E2E 100 Female track here.",0
Bank of England set to cut interest rates as US tariff impact in focus,https://www.independent.co.uk/news/business/bank-of-england-set-to-cut-interest-rates-as-us-tariff-impact-in-focus-b2744559.html,,business,independent,"UK interest rates are set to be cut to 4.25% as the Bank of England eases costs for borrowers while it digests the impact of US tariffs on the economy.

Most economists are expecting rates to be reduced by 0.25 percentage points on Thursday.

Sandra Horsfield, an economist for Investec , said it is a “near-certainty” that borrowing costs will be eased further, with most participants in the financial markets pricing in a cut.

Inflation has fallen in recent months, which is likely to indicate to policymakers that interest rates – which are used as a tool to control inflation – can continue to come down.

Consumer Prices Index (CPI) inflation slowed to 2.6% in March, from 2.8% in February, according to the latest official data.

And importantly, the rate of services inflation – a metric closely watched by the Bank of England – fell to 4.7% from 5%.

“The new question now though for the MPC (Monetary Policy Committee) to consider is how the US trade policy shifts have changed the outlook for UK inflation,” Ms Horsfield said.

“What makes this month’s decision easy is that virtually everything has pointed in the direction of lower UK inflation pressure.”

Economists have said UK economic growth is likely to be slowed by elevated levels of uncertainty – with some businesses set to pause investments, and consumers to decrease spending.

Others have said countries like China, in the face of higher charges on exports to the US, will re-route trade and lower import prices for other countries, which could result in lower prices for UK consumers.

Combined with other factors, including a weaker US dollar and falling oil prices, this could put downward pressure on inflation, according to economists.

Ms Horsfield said while the MPC continues to work out the possible effects, its “game plan will be to reassure the public and markets that it stands ready to act if needed”.

Edward Allenby, UK economist for Oxford Economics , agreed that “beyond May’s interest rate decision, the more important question is how US tariff announcements are influencing the MPC’s thinking”.

Mr Allenby predicted the MPC could downgrade its near-term growth and inflation forecasts on Thursday.

Thursday’s decision will be the “first opportunity for the MPC to clearly set out how recent developments have shaped its outlook and what committee members will be focusing on ahead of future interest rate decisions”, he said.

Meanwhile, Europe’s central bank cut interest rates last month, and said “exceptional uncertainty” over trade policy meant future rate decisions would have to be taken on a meeting by meeting basis.",0
Hovis and Kingsmill owners in takeover talks about merger,https://www.independent.co.uk/news/business/kingsmill-hovis-takeover-merger-bread-b2745482.html,,business,independent,"Associated British Foods (ABF), the parent company of Kingsmill, has confirmed it is in discussions with the owner of Hovis in a merger deal.

This move comes as Allied Bakeries continues to navigate a challenging market environment.

ABF stated on Tuesday that it is ""evaluating strategic options for Allied Bakeries"" against this challenging backdrop and remains ""committed to increasing long-term shareholder value.""

Endless LLP, the private equity owner of Hovis, has been in negotiations with ABF, with a potential merger between two of the UK's most iconic bread brands, Kingsmill and Hovis.

Such a deal could potentially draw the attention of competition regulators. The bread industry has faced significant headwinds in recent years, grappling with high inflation and evolving consumer preferences, impacting sales figures across the sector.

The potential combination of Kingsmill and Hovis under the same ownership could represent a significant shift in the UK bread market.

Allied Bakeries was founded in 1935, and also owns the Allinson’s and Sunblest brands, with bakeries and depots stretching from Glasgow to London.

Hovis, which was founded in 1890, was bought by Endless in 2020 from Premier Foods , which owns the Mr Kipling brand.

The deal would likely attract the attention of the Competition and Markets Authority (CMA), as it would combine two of the biggest bread makers in the country behind the market leader, Warburtons.

However, the CMA is under its own scrutiny from the Government , which earlier this year removed chairman Marcus Bokkerink as part of a bid to make it more focused on promoting economic growth.",0
"Density of new start-ups soars across north of England, says research",https://www.independent.co.uk/news/business/density-of-new-startups-soars-across-north-of-england-says-research-b2745351.html,,business,independent,"The North of England has recorded rapid growth in the number of small business being launched, according to new research.

Analysis by GoDaddy UK and Ireland shows that 40% of the areas with the fastest growth in the density of start-ups and small business were in the North.

Andrew Gradon, head of GoDaddy UK and Ireland, said it highlighted that investment through the Northern Powerhouse initiative appears to have boosted regional growth.

The Northern Powerhouse was an initiative started by the coalition Government from 2010, using local enterprise partnerships across the regions to help drive growth.

Of the 50 constituencies with the fastest growing number of small businesses, 20 came from “Northern Powerhouse” areas, according to the Venture Forward report.

This compared with nine in the south of England and was twice the figure across the region last year.

Towns such as Barrow-in-Furness, Cumbria, Burnley in Lancashire, and Birkenhead , Merseyside, have seen a significant increase in small business growth compared with last year, of more than 70%.

Mr Gradon said: “While small businesses flourish across the nation, the North has proven to be a hub of entrepreneurial spirit.

“A decade on from the introduction of the Northern Powerhouse Investment Fund, the investment is clearly having an impact on the start-up economy.

“Importantly, it proves that being a small business doesn’t mean having small ambitions, nor does it mean small impact.

“Small businesses will have a key role to play in unlocking the North’s longer-term potential, benefiting the region hugely by providing new jobs and opportunities.

“However, the same can be said for all areas, because when local entrepreneurship thrives, we all thrive.”",0
"No extra money for pay rises says Downing Street, amid threat of renewed strikes",https://www.independent.co.uk/news/business/no-extra-money-for-pay-rises-says-downing-street-amid-threat-of-renewed-strikes-b2740782.html,,business,independent,"Public sector budgets face a further squeeze if pay rises for nurses and teachers exceed the Government’s plans as Downing Street ruled out additional funding for higher wages.

Pay review bodies are reportedly recommending increases of as much as 4% for teachers and 3% for NHS workers, but the Government has only budgeted for a 2.8% rise for public sector workers.

Sir Keir Starmer said no decisions had been made on the recommendations, saying “we are not at that stage of the process”.

But Downing Street was clear on Monday that the Government would not be providing any extra funding for increases above 2.8%.

The Prime Minister’s official spokesman said: “There’ll be no additional funding for pay if recommended awards exceed what departments can afford.”

Last year, the Government accepted the pay review bodies’ recommendations of increases of between 4.75% and 6% in an effort to end long-running strikes across the public sector.

But the prospect of either a lower award this year or departments having to take money from elsewhere to fund pay rises has raised the possibility of further strikes.

Unions have called for any pay rise to be fully funded, with National Education Union general secretary Daniel Kebede saying: “They need to ensure the pay award is above inflation, that it takes steps to address the crisis in recruitment and retention, but most of all that it is fully funded.

He added: “No-one wants to take strike action but of course as a trade union we do stand ready to act industrially if we need to.”

He said his union has not seen the pay review bodies’ recommendations and that the Government can avoid strike action by publishing them promptly and properly funding pay awards, in later comments to BBC Radio 4’s World at One.

“If they’re not fully funded, then schools will have to make cuts which no parent, no teacher, wants to see,” he said.

Jo Galbraith-Marten, of the Royal College of Nursing, said the pay rise being suggested would “do little to turn things around” as the profession sees “fewer people joining and the numbers quitting skyrocketing”.

She said: “Any pay must be fully funded. Taking resources away from frontline services is unfair on staff and bad for patients.

“We have a live survey of members open on what they think about the Government’s 2.8% proposal and what action, including industrial action, they might be prepared to take.”

Appearing on Sky News on Monday, health minister Stephen Kinnock urged unions not to resort to strikes, saying the Government had to work “within fiscal constraints”.

He said: “We will give these recommendations careful consideration. But I would, of course, also urge our colleagues in the trade union movement to engage constructively with us and recognise the reality of the financial position.”

Speaking to broadcasters on Monday, the Prime Minister said he did not want to see strike action, adding that “the last thing” NHS staff wanted to do was “got into dispute again”.

He said: “If you work with the NHS staff, you get better results than the last government, which just went into battle with them.

“So we have got our doctors and nurses on the front line, not the picket line, and I think everybody appreciates that’s a much better way of doing business.”",0
"Thames Water preferred buyer ‘would multiply problems’, Lords told",https://www.independent.co.uk/news/business/thames-water-preferred-buyer-would-multiply-problems-lords-told-b2741030.html,,business,independent,"A preferred buyer for the UK’s largest water company would “multiply” the problems of the troubled utility firm, it has been warned at Westminster.

Concerns over the selection by Thames Water of US private equity giant Kohlberg Kravis Roberts (KKR) in a bid to secure vital investment and stabilise its finances was raised by Labour peer and accountant Lord Sikka.

The heavily-indebted supplier, which has around 16 million customers, announced at the end of March that KKR would go through to a second phase of the process to secure equity investment.

The company is hoping to finalise terms of a possible deal with KKR in the second quarter, with the aim of completing in the second half of the year.

However, Thames Water said there was still “no certainty” over an agreement pointing out “certain senior creditors continue to progress in parallel alternative transaction structures to seek to recapitalise the business”.

The group’s decision to proceed with KKR came after it said it had received six approaches from firms to pump in investment and cash in return for a stake in the business.

But speaking in Parliament Lord Sikka said: “Thames Water was put on the road to ruin by private equity.

“Now its shareholders have designated KKR, another private equity group, as their preferred bidder.

“KKR’s business model is profiteering, high leverage, low investment, asset stripping and high cash extraction.

“That will inevitably multiply Thames’s problems.”

Responding, environment minister Baroness Hayman of Ulloch said: “Regarding the company choosing KKR as its preferred bidder in the ongoing equity raise process, clearly Thames Water is a commercial entity engaged in a public equity raise, and it would therefore be completely inappropriate for the Government to comment on that.

“However, I note that the company had a number of potential bidders to choose from, which indicates that a market-led solution to the financial resilience of the company is a possibility.”

Earlier, the minister told peers that the industry regulator, Ofwat , continued to engage with the company “to ensure the delivery of the financial and operational turnaround that both customers and the environment deserve”.

She added: “Any investors will be expected to show that Thames Water will meet its statutory and regulatory obligations.”

Thames Water is in at least £16 billion of debt and was left on the brink of a possible taxpayer backed rescue as it was in danger of running out of cash.

It won court approval in February to take out as much as £3 billion more in loans, in a deal designed to keep it running into 2026.

Thames Water has given few details over KKR’s proposal, except to say it included a “material” reduction of its debt and that talks were still ongoing over “other aspects of the proposal”.

KKR, which is also a minority shareholder in Northumbrian Water, is understood to have lodged a £4 billion equity bid last month in return for a majority stake.

Under its bid, KKR is believed not to be planning to break up Thames Water or sell off assets to raise funds for its bid.

Thames Water has been contacted for comment.",0
HSBC announces fall in quarterly pre-tax profit amid ‘economic uncertainty’,https://www.independent.co.uk/news/business/hsbc-announces-fall-in-quarterly-pretax-profit-amid-economic-uncertainty-b2741250.html,,business,independent,"HSBC’s quarterly pre-tax profit fell by 3.2 billion dollars (£2.4 billion) amid a period of “economic uncertainty and market unpredictability”, the firm announced.

In its earnings release for the first quarter of 2025, the UK’s largest bank said profit before tax dropped more than £2 billion to 9.5 billion dollars (£7.1 billion) compared to the same period last year.

HSBC said quarterly revenue also decreased by 15% compared with quarter one of 2024, with the company bringing in 17.6 billion dollars (£13.2 billion) for the same period in 2025.

It comes in the wake of US President Donald Trump’s sweeping 10% tariffs on goods entering America, which caused chaos in stock markets around the world.

Group chief executive Georges Elhedery called the results “strong”, crediting the firm’s ability to weather the recent global economic turbulence.

He said in a statement: “Our strong results this quarter demonstrate momentum in our earnings, discipline in the execution of our strategy and confidence in our ability to deliver our targets.

“We continue to support our customers through this period of economic uncertainty and market unpredictability, which we enter from a position of financial strength.”

The bank has undergone significant changes since Mr Elhedery replaced Sir Noel Quinn in 2024.

Mr Elhedery has spearheaded an overhaul of its global structure as part of plans to drastically reduce costs and focus on more profitable parts of the business, including reducing staff costs by 8%.",0
Primark says it is not raising prices despite tax and wage cost hikes,https://www.independent.co.uk/news/business/primark-says-it-is-not-raising-prices-despite-tax-and-wage-cost-hikes-b2741334.html,,business,independent,"The owner of Primark has said it is not raising prices for UK shoppers as it pledged to swallow sharp increases in labour costs.

It came as parent firm Associated British Foods (ABF) said it saw “weaker sales” across the budget fashion chain’s UK and Ireland stores in recent months.

However, it indicated trading has improved in recent weeks on the back of better weather conditions, helping to boost sales of spring and summer clothing.

George Weston, chief executive of ABF, told the PA news agency that it is witnessing “significant” increases in labour costs after increases to national insurance contributions and wage rises but plans to keep prices flat.

“We went nine years without moving prices before inflation forced us to change pricing a couple of years ago, but since then we have brought down the price of kids’ clothing,” he said.

“We haven’t moved any more prices and are absolutely not planning to move any more.

“Hopefully we can keep them flat for another eight or nine years.

“There has been some benefit from weakness in the US dollar and benign cotton costs, but there are labour cost rises which we are choosing to absorb.”

Sales across ABF’s retail arm, which is predominantly the Primark brand, improved by 1% to £4.5 billion over the 24 weeks to March 1.

However, the company said this came as growth in Europe and the US offset “weaker sales” in the UK and Ireland, where it has seen caution among consumers.

Mr Weston added that the business in the UK has held off competition from Asia-based rivals including Shein and Temu.

However, he welcomed the Government’s review of a tax rule that allows small parcels to enter the UK duty-free, which has been used by the overseas online retailers.

The billionaire businessman said the rule, which means international packages worth less than £135 can be sent without import taxes, was “wrong” and created an unfair advantage.

It came as ABF told shareholders that pre-tax profits slid by 21% to £692 million for the 24 weeks to March 1, as it highlighted weakness in its sugar business.

Meanwhile, revenues were 2% lower at £9.5 billion for the period.",0
"UK looking at ‘different challenges’, minister says after Spanish power cut",https://www.independent.co.uk/news/business/uk-looking-at-different-challenges-minister-says-after-spanish-power-cut-b2741333.html,,business,independent,"The UK has been looking at how to deal with “different kinds of challenges and threats”, the Home Secretary said after a major power outage across Spain and Portugal.

Much of the two countries was brought to a standstill on Monday after a power cut switched off traffic lights and left people unable to access cash machines.

Asked whether the power cut there had triggered a fear that British infrastructure could be affected in the same way, Yvette Cooper told Sky News that the UK has a “continued approach” to “resilience” and “security issues”.

She added: “We’ve been looking, as part of wider security reviews across the country, how we deal with both resilience and also different kinds of challenges and threats.

“Some of which can be the traditional security challenges, some of which can be the kinds of resilience – things that we’re talking about in Spain and Portugal – and we obviously support them and the governments there in the work that they’re doing.”

Spanish power distributors said on Tuesday morning that more than 99% of power has been recovered.

The blackout saw train passengers stranded and millions of people left without phone and internet access after the outage on Monday.

The Portuguese National Cybersecurity Centre said in a statement there was no indication that it was caused by a cyber attack.

It comes just weeks after Heathrow Airport was forced to halt operations for most of a day after a power outage caused by a substation fire.

The airport was closed to all flights until around 6pm on March 21, which disrupted more than 270,000 air passenger journeys.

Energy Secretary Ed Miliband said at the time that the Government will “have to look hard” at the “resilience” for major institutions such as Heathrow.",0
Richard Branson says opening of first Virgin hotel in London ‘really special’,https://www.independent.co.uk/news/business/richard-branson-says-opening-of-first-virgin-hotel-in-london-really-special-b2741379.html,,business,independent,"Sir Richard Branson said it “feels really special” as he officially opened Virgin’s first hotel in London .

The 74-year-old founder of the Virgin Group drove a giant red suitcase to the new location at 45 Curtain Road in Shoreditch on Tuesday morning, more than five decades after the opening of his first shop in the capital.

“I’m absolutely delighted to celebrate the grand opening of Virgin Hotels London-Shoreditch”, he said.

“It’s a beautiful hotel in the heart of the capital.

“It’s fantastic that, when travellers step off our planes in London, they now have somewhere to rest their head and the wonderful Virgin experience continues.

“London is where we started Virgin more than 50 years ago, and it feels really special to mark the opening of our first hotel here.

“Virgin Hotels was built on the idea of doing things differently, and Shoreditch is a perfect reflection of that spirit.”

Virgin Hotels, the Virgin Group’s luxury lifestyle hospitality brand, announced its first hotel in the capital in June 2024.

The company took over the Mondrian Shoreditch hotel and kept it open while completing a phased transformation between August 2024 and April this year.

The newly-completed 120-bed hotel boasts a rooftop pool, a private gym, treatment rooms and rooftop club.

There is also a rooftop Mediterranean-style restaurant called Marlin’s On The Roof, with another restaurant due to open later in the spring.

A 38-seat bar called Hidden Grooves provides a retro ’70s-style setting complete with album-themed cocktails, weekly vinyl sessions and music memorabilia that serves as a nod to the early days of the Virgin Records label.

The first Virgin record shop opened in London in 1971 and, two years later, the business had burgeoned into a record label, a recording studio, a music publisher and an export operation.

James Bermingham, chief executive of Virgin Hotels Collection, said London is “the birthplace of all things Virgin, where Richard started everything”.

“It’s a very important market for us,” he added.

Since its formation in 2010, Virgin Hotels has opened sites in Edinburgh, Glasgow, New Orleans, Nashville, Las Vegas, New York , Dallas and Chicago, with openings in Miami and Denver planned for 2026.

Rates at the London-Shoreditch hotel start from £300 per room per night.",0
"Grocery price inflation jumps to highest in over a year, figures show",https://www.independent.co.uk/news/business/grocery-price-inflation-jumps-to-highest-in-over-a-year-figures-show-b2741342.html,,business,independent,"Grocery price inflation has surged to its highest level for over a year as chocolate prices soared by nearly a fifth, but this failed to dent demand for Easter eggs, according to new figures.

The latest data from retail analysts Kantar showed that grocery inflation rose to 3.8% in the four weeks to April 20, up from 3.5% in the previous month and the highest since the four weeks to March 17 last year.

It was largely driven by a 17.4% jump in chocolate confectionery prices, while coffee and butters and spreads also saw big increases.

But the figures revealed that rising prices did not stop shoppers splashing out over the Easter holidays, with spending on Easter eggs up by 11% year-on-year over the four weeks to Easter.

Some of this rise was driven by the higher prices but the number sold through supermarket tills also rose, up 0.4% on last year, signalling strong demand.

Sales overall across UK supermarkets rose by 6.5% in the four weeks to April 20, the figures showed.

Supermarket customers looked to discounts and loyalty card deals to help cut the costs of their food shop, with spending on promotions reaching 29.7% – its highest level so far this year, Kantar said.

Fraser McKevitt, head of retail and consumer insight at Kantar, said: “The grocers have been sharpening their pricing strategies to stay competitive in the fight for footfall.

“They’ve invested in price cuts which were the main driver of promotional growth.

“Often linked to loyalty cards, spending on these deals grew by £347 million.

“At Tesco and Sainsbury’s, nearly 20% of items sold are on a price match, and they end up in almost two thirds of baskets.”

He said that there was also evidence of shoppers trading up for their Easter shop, with premium own label sales up 23.2% in the past four weeks.

“Ultimately, retailers need to be seen to be offering great value but it’s a fine tightrope to walk, particularly as they manage their own business costs,” he added.

The latest supermarket share price data showed Ocado was the fastest-growing retailer once again in the 12 weeks to April 20 – a title it has held continuously for nearly a year now.

The online grocer’s sales grew by 11.8% year-on-year in the quarter, while it increased its market share to 1.9% from 1.8% a year ago.

German discounters Lidl and Aldi continued to make solid gains, with sales growth of 10.1% and 5.9% and market shares of 8% and 11% respectively.

Of the bigger chains, Tesco had the highest sales growth of 6%, nudging up its share to 27.8%, while sales at Sainsbury’s grew by 4.4%, taking its share to 15.3%.

Under-pressure rival Asda remained the worst performer, with sales down 3.8% and its share falling to 12.3% from 13.3% a year earlier.",0
AstraZeneca plots US expansion despite Trump tariff threat,https://www.independent.co.uk/news/business/astrazeneca-plots-us-expansion-despite-trump-tariff-threat-b2741392.html,,business,independent,"AstraZeneca has doubled down on plans to grow its US business as it braces for the country’s potential tariffs on the pharmaceutical industry.

The drug maker said it is “firmly committed to investing and growing in the US” despite President Donald Trump threatening to apply import taxes on the sector.

Chief executive Pascal Soriot said the company continues to benefit from its “broad-based source of revenue and global manufacturing footprint”, including 11 production sites in the US.

“Additionally, we have even greater US investment in manufacturing and R&D (research and development) planned,” he added.

Mr Trump has repeatedly said he will slap tariffs on drug imports, which could make life-saving treatments more expensive for American consumers.

Industry experts have suggested that the new tariffs might be 25%, which would match those levied on steel, aluminium and cars.

AstraZeneca makes about 40% of its sales revenue in the US, and has previously said it will invest 3.5 billion dollars (£2.6 billion) by the end of next year.

Meanwhile, the group reported a 10% increase in revenue for the first three months of 2025, compared with the same period last year.

The rise came after it made strong sales of cancer drugs, with AstraZeneca’s oncology division reporting a 13% surge in business.

The company is planning to hit 80 billion dollars (£59.7 billion) in annual revenue by 2030, which Mr Soriot said it is making “excellent progress” towards.

Last year revenue was 54.1 billion dollars (£40.4 billion).

Separately, AstraZeneca is awaiting a potential fine in China over possible unpaid import taxes

AstraZeneca said authorities in Shenzhen have said the unpaid taxes amount to 1.6 million dollars (£1.2 million) and that it could face a fine “of between one and five times the amount of unpaid importation taxes” if found liable.

AstraZeneca appointed a new president for its China business late last year after previous executive Leon Wang was arrested by Chinese authorities along with other employees.",0
BP makes ‘significant progress’ on fossil fuel strategy as profits slump,https://www.independent.co.uk/news/business/bp-makes-significant-progress-on-fossil-fuel-strategy-as-profits-slump-b2741288.html,,business,independent,"The boss of BP said the energy giant has “already made significant progress” with its oil and gas focused growth strategy as it pulls back from renewables to boost its finances.

The company nevertheless revealed profits for the past quarter dropped by almost half and its debts swelled to 27 billion US dollars (£20.1 billion) amid pressure from weaker oil prices.

The FTSE 100 firm said its preferred profit measure – underlying replacement cost profit – dropped by 49% to 1.38 billion US dollars (£1.03 billion).

It was higher than the previous quarter but also came in below market expectations.

Profitability was knocked by a slump in crude oil prices in recent months, as President Donald Trump’s US tariff programme drove concerns about slowing economic growth and the impact of this on energy demand globally.

In February, BP revealed a new growth strategy focused on extracting more oil and gas after pressure from some investors to boost profits at the firm.

At the time, bosses said the business went “too far, too fast” on green energy and confirmed plans to heavily reduce spending on renewables.

On Tuesday, chief executive Murray Auchincloss said the company has been making progress with the strategy despite wider economic uncertainty.

He said: “In February, we announced a fundamental reset of our strategy – to grow the upstream, focus the downstream and invest with discipline in the transition – and we have already made significant progress.

“So far this year we have started up three major projects, made six exploration discoveries and have progressed our divestment programme – all while delivering strong operational performance, with over 95% upstream plant reliability supporting the best operating efficiency on record, and over 96% refining availability.

“We continue to monitor market volatility and changes and remain focused on moving at pace.”

In its fresh update, BP also reduced its investment outlook for the year.

It said it is set for capital investment of around 14.5 billion dollars (£10.8 billion) in 2025, cutting its guidance from 15 billion dollars.

The company also indicated it could raise more money from divestments during the year.",0
National Express owner announces boss’s departure and deeper losses,https://www.independent.co.uk/news/business/national-express-owner-announces-boss-s-departure-and-deeper-losses-b2741380.html,,business,independent,"National Express owner Mobico has announced the departure of its boss as the transport giant unveiled deeper losses following “challenges” in the UK and Germany.

Chief executive Ignacio Garat will step down from the role on Wednesday.

Phil White, the former chief executive of National Express, will become Mobico’s executive chairman on a temporary basis while it searches for a new boss.

Helen Weir, Mobico’s chairwoman, said that with the company recently selling its US school buses, and reporting its full-year results, “we agreed with Ignacio that now was the right time for a change in leadership”.

Mr Garat said that “the last two years have not been without their challenges as we have had to respond and adapt to a series of market headwinds”, but added: “It has been a privilege to work alongside the team.”

The company announced last week that it had struck a deal worth up to 608 million US dollars (£453 million) to sell its North American school buses.

The division had been weighing on the business’s earnings, with it grappling with recovery since the pandemic, drivers’ wages jumping and, more recently. potential fleet cost inflation from US tariffs.

Meanwhile, Mobico said it has faced “challenges” including driver shortages and rail repair work leading to train cancellations, and consequently fines from regulators, impacting its German rail business.

It also flagged weaknesses with its UK bus and coach arms but said cost-cutting, fewer strikes compared with the previous year and higher prices were helping improve profitability.

Mobico’s leading UK bus network is in the West Midlands while it also runs the country’s largest scheduled coach service under the National Express brand.

The group reported a pre-tax loss of £609.3 million for 2024, significantly deeper than the £120.1 million loss recorded for 2023.

Mobico said it had been “another year characterised in part by significant, continuing challenges in some businesses and some consequently disappointing results”, but that 2024 had been “another year of hard work and meaningful positive change”.

On an adjusted basis, which strips out what it considers to be one-off costs during the year, pre-tax profits edged up to £101.1 million.

Revenues rose by about 8% to £3.4 billion for the year.

Looking ahead, the firm said it expects further “recovery” in the UK and Germany, and to make “progress” with revenues and adjusted operating profits.",0
Ladbrokes owner appoints interim chief Stella David as permanent boss,https://www.independent.co.uk/news/business/ladbrokes-owner-appoints-interim-chief-stella-david-as-permanent-boss-b2741447.html,,business,independent,"Entain has installed interim boss Stella David as its permanent chief executive, as the gambling group tries to steady the ship after five years in which it has had four bosses.

Ms David, who was previously non-executive chairwoman, came in to replace Gavin Isaacs in February when he resigned after just five months in the role.

Before Mr Isaacs, it was Danish businesswoman Jette Nygaard-Andersen, who suddenly resigned in December 2023 following reports that shareholders were unhappy with her leadership.

Entain is listed on the FTSE 100 and owns Ladbrokes , Coral and BetMGM, but has seen its stock market value plummet in recent years amid a series of legal woes.

In 2023, it was hit with a £585 million penalty agreed with HM Revenue & Customs to settle charges related to alleged bribery offences in Turkey.

And it was taken to court by Australia’s financial crime regulator late last year over allegations it breached anti-money laundering rules in the country.

The firm’s market value has slumped more than 70% since a high in 2021.

Pierre Bouchut, Entain’s interim chairman, said Ms David’s appointment “provides consistency and stability”.

He added that she had already “played a pivotal role” in shaping and carrying out Entain’s strategy.

The group said on Tuesday that it had a stronger start to the year than it expected, with an 11% rise in first quarter net gaming revenue compared with the same period last year.

And net gaming revenue across the UK and Ireland rose 10% year-on-year, driven by a large rise in its online business.

Ms David said: “We are in the early stages of our journey of improvement and are driving ahead at pace.”",0
Around 150 jobs at risk as ABF warns bioethanol plant could close,https://www.independent.co.uk/news/business/around-150-jobs-at-risk-as-abf-warns-bioethanol-plant-could-close-b2741455.html,,business,independent,"Associated British Foods (ABF) has said it could have to shut down its East Yorkshire bioethanol plant, with around 150 jobs at risk at the site.

The consumer giant, which also owns Primark and a raft of grocery brands, has said it is in talks with the Government to help preserve the site.

The Vivergo fuels site in Saltend, near Hull , swung to a loss in recent months after it cut production levels in light of low bioethanol prices.

Bosses said the site could be closed or mothballed again until conditions in the sector improve.

“In Vivergo, the way in which regulations are being applied to bioethanol is undermining the commercial viability of our business,” ABF told investors on Tuesday.

“We are having constructive discussions with the UK Government to explore regulatory options to improve the position.

“There is no guarantee that these discussions will be successful, and we will either mothball or close the Vivergo plant if necessary.”

The site, which was launched in 2007, processes locally grown wheat into bioethanol, a green transport fuel which can be mixed with petrol, and also creates animal feed.

George Weston, chief executive of ABF, told the PA news agency that the Government “subsidised” international competitors for their supply of bioethanol.

“If the Government wants to subsidise imported bioethanol then we can’t compete against that,” he said.

“The Government is engaging with us on this.

“It’s a great asset for our business so we need to make sure it is sustainable.”

It came as ABF told shareholders that pre-tax profits slid by 21% to £692 million for the 24 weeks to March 1, as it highlighted weakness in its sugar business.

Meanwhile, revenues were 2% lower at £9.5 billion for the period.",0
